chapter,verse,abenaki,english,french
12,34,"Ni Sazos namit8kw ali wlidbi 8zidawat, wdihl8n, Onda knowkamowen wginjameswi tbaldamw8gan Kchiniwaskw. Ni ni wji 8da mina awani wdellohalziwen kagwi wdelli nadotmaw8n.","And when Jesus saw that he answered discreetly, he said unto him, Thou art not far from the kingdom of God. And no man after that durst ask him any question.","Jésus, voyant qu'il avait fait une remarque judicieuse, lui dit : Tu n'es pas loin du royaume de Dieu. Et personne n'osait plus l'interroger."
12,35,"Ni Sazos 8zidawat wdidamen 8ptagakigamit tali aiamihawigamigok, T8ni wdata wdidamenn8 nodawikhigajik ali Christ David nihi wnam8na?","And Jesus answered and said, while he taught in the temple, How say the scribes that Christ is the Son of David?","Quand Jésus enseignait dans le Temple, il déclarait : Comment les scribes peuvent-ils dire que le Messie est le fils de David ?"
12,36,"T8nba David agmatta idak Wijiwliniwaskwiliji idamikhogot, Tabaldak wdihl8 Tabalmekww8ni alnakabitawi, ialli kizi lihoga kadonalgoanik kdapikzidabin.","For David himself said by the Holy Ghost. The LORD said to my Lord, Sit thou on my right hand, till I make thine enemies thy footstool.",David lui-même a dit sous l'inspiration de l'Esprit Saint : Le Seigneur a dit à mon Seigneur : 'Siège à ma droite jusqu'à ce que j'aie mis tes ennemis sous tes pieds !' David lui- même le nomme Seigneur.
12,37,"David nawa agmatta aliwihl8t Tabalmekwwa, t8niba oji wnam8nin?",David therefore himself calleth him Lord; and whence is he then his son? And the common people heard him gladly.,"D'où vient qu'il est également son fils ? Et la foule, qui était nombreuse, l'écoutait avec plaisir."
12,38,"Ni wdihl8n kagakim8t, wlaskoh8lokw nodawikhigajek kazaldagik wbab8mawakan8 kwanagihl8k lasawaw8gan, ta kazaldagik tali wawdoalamikaw8n adalalmek,","And he said unto them in his doctrine, Beware of the scribes, which love to go in long clothing, and love salutations in the marketplaces,","Dans son enseignement, il disait : Méfiez-vous des scribes, qui tiennent à sortir en robes solennelles et qui aiment les salutations sur les places publiques,"
12,39,"Ta kazaldagik natamidah8mgwakil tasakwabonal tali aiamihawigamigwikok, ta 8ttali msegwikwin8kwkwil aimgil tall adali wihidimek.","And the chief seats in the synagogues, and the uppermost rooms at feasts:","les premiers rangs dans les synagogues, et les places d'honneur dans les dîners."
12,40,"Nigik kadamijik sigoskwak owigw8mw8l, ta kjawai sazipkaiamihak: ugikji maznegik p8baami msegwikwi saagi tbellodw8gan.","Which devour widows' houses, and for a pretence make long prayers: these shall receive greater damnation.",Ils dévorent les biens des veuves et affectent de prier longuement : ils seront d'autant plus sévèrement condamnés.
12,41,"Ni Sazos wdabin tadbeskawiwi m8ni tatabakamek, ni wnamih8n pm8wzowinnoa adoji agad8dmi tabakaoldilit m8ni tatabakamek, ta msalok wilawigijik masali tabakajik.","And Jesus sat over against the treasury, and beheld how the people cast money into the treasury: and many that were rich cast in much.","Jésus s'était assis dans le Temple en face de la salle du trésor, et regardait la foule déposer de l'argent dans le tronc. Beaucoup de gens riches y mettaient de grosses sommes."
12,42,"Ni pazgo ketm8gi sigoskwa wdali pai8n, ni wdabakan nizwa m8nimiza, pad8wadijik pabasi somalkin.","And there came a certain poor widow, and she threw in two mites, which make a farthing.",Une pauvre veuve s'avança et déposa deux piécettes.
12,43,"Ni owikwim8n oskinnonma, ta wdihl8n, Kwina kdhillenn8 ali wa ketm8gi sigoskwa paami msali tabakat 8daki mziwi nigik tabakajik m8ni tatabakamek.","And he called unto him his disciples, and saith unto them, Verily I say unto you, That this poor widow hath cast more in, than all they which have cast into the treasury:","Jésus s'adressa à ses disciples : Amen, je vous le dis : cette pauvre veuve a mis dans le tronc plus que tout le monde."
12,44,"Wz8mi mziwi wji tabakak wb8zidaltow8ganow8k: agma kanwa wgetm8ksesw8ganek oji tabakaa mziwi kastokw, mziwi t8niba wad8wzit.","For all they cast in of their abundance; but she of her want did cast in all that she had, even all her living.","Car tous, ils ont pris sur leur superflu, mais elle, elle a pris sur son indigence : elle a tout donné, tout ce qu'elle avait pour vivre."
13,1,"Ni waji sahosat aiamihawigamigok, pazgoa oskinnoma wdihlgon, Kigamwinno, kinahada kagwessi sennal ta kagwessigamigol ulil?","And as he went out of the temple, one of his disciples saith unto him, Master, see what manner of stones and what buildings are here!","Comme Jésus sortait du Temple, un de ses disciples lui dit : Maître, regarde : quelles belles pierres ! quelles belles constructions !"
13,2,"Ni Sazos wd8zidam8n ta wdihl8n, Knamitonal ulil kchi wigw8mal? 8dahaji t8m8 pazgwen sen sennek wskittawi t8nuji 8da panakammokw.","And Jesus answering said unto him, seest thou these great buildings? there shall not be left one stone upon another, that shall not be thrown down.",Mais Jésus lui dit : Tu vois ces grandes constructions ? Il n'en restera pas pierre sur pierre ; tout sera détruit.
13,3,"Ni kizi abit wskidadenna wajok Olives, tadbeskawiwi aiamihawigamok, ni Pial ta James ta Az8 ta 8dla kimiwi wnadetmaw8n8,","And as he sat upon the mount of Olives over against the temple, Peter and James and John and Andrew asked him privately,","Et comme il s'était assis au mont des Oliviers, en face du Temple, Pierre, Jacques, Jean et André l'interrogeaient à part :"
13,4,Hlina chigaji ulil pajitbihlal? tahaji t8ni tbaskodigan ligen t8ni adoji mziwi ulil pai8mwik pajitbihla?,"Tell us, when shall these things be? and what shall he the sign when all these things shall be fulfilled?","Dis-nous quand cela arrivera, dis-nous quel sera le signe que tout cela va finir."
13,5,"Ni Sazos 8zidam8t wm8jat8gwzin wdidamen, wlaskoh8dam8kw, kagua awani kgizi nbakad8goba.","And Jesus answering them began to say, Take heed lest any man deceive you:",Alors Jésus se mit à leur dire : Prenez garde que personne ne vous égare.
13,6,Wz8mi msalji nwizw8gan naspi pai8t idak nia Christ; tahaji msalo kizi nbakadaw8h8diji.,"For many shall come in my name, saying, I am Christ; and shall deceive many.","Beaucoup viendront sous mon nom, en disant : 'C'est moi', et ils égareront bien des gens."
13,7,"Ta t8ni adoji nodamakw tbellod8zo nopawsaw8ganal ta alt8gwadokaik nopawsaw8ganal, akwi wagawidah8zikakw; wz8mi chowi pajitbihlal nilil; kanwa asmaji ad8ji matkamigak.","And when ye shall hear of wars and rumours of wars, be ye not troubled: for such things must needs be; but the end shall not be yet.","Quand vous entendrez parler de guerres et de rumeurs de guerre, ne vous laissez pas effrayer ; il faut que cela arrive, mais ce ne sera pas encore la fin."
13,8,"T8nba ngutkamigzoji wmigak8m8 kdagihi ngutkamigzoa, ta kinjameswi tbaldamw8gan wmigak8damen kdak kinjameswi tbaldamw8gan; tahaji k8gasijbiwi tali nanamkiapoda, tahaji manos8ganika ta wagaw8wzow8no: ulil waji m8jatak siwaldamw8ganal.","For nation shall rise against nation, and kingdom against kingdom: and there shall be earthquakes in divers places, and there shall be famines and troubles: these are the beginnings of sorrows.","Car on se dressera nation contre nation, royaume contre royaume, il y aura des tremblements de terre çà et là, il y aura des famines ; c'est le début des douleurs de l'enfantement."
13,9,"Wlaskoh8dam8kwdaki kiuw8tta: t8nba kdelli kwagwihalgo8kji podawazw8ganikok; tahaji aiamihawigamigwikok kdali sazamhogaba; tahaji kdali pazogaba tbagidamwinnowikok ta knijamessikok nia wajihogaakw, wji witnesw8gan agm8w8 apchik8gohodit.","But take heed to yourselves: for they shall deliver you up to councils; and in the synagogues ye shall be beaten: and ye shall be brought before rulers and kings for my sake, for a testimony against them.","Soyez sur vos gardes ; on vous livrera aux tribunaux et aux synagogues ; on vous frappera, on vous traduira devant des gouverneurs et des rois à cause de moi ; il y aura là un témoignage pour eux."
13,10,Ta wl8jmow8gan chowi pella ntami pmi sissahad8zo mziwi kasokamigzimek.,And the gospel must first be published among all nations.,Mais il faut d'abord que la Bonne Nouvelle soit proclamée à toutes les nations.
13,11,"Kanwa t8ni adoji pmosalgoakw, ta kwagwnekwwakw, akwi maasa wdamidah8damokw kagwiji kdidamebba, akwi achi maasa kwilawidah8zikw; t8nijida kitta milgaakw ni tojiwi, ni idamokw: wz8mi 8da kiuw8 kaloziakw, Wijiwliniwaskwitdaki.","But when they shall lead you and deliver you up, take no thought beforehand what ye shall speak, neither do ye premeditate: but whatsoever shall be given you in that hour, that speak ye: for it is not ye that speak, but the Holy Ghost.","Et lorsqu'on vous emmènera pour vous livrer, ne vous tourmentez pas d'avance pour savoir ce que vous direz, mais ce qui vous sera donné à cette heure-là, dites-le. Car ce n'est pas vous qui parlerez, c'est le Saint-Esprit."
13,12,"Wijiaji awani wdelli kwagwihal8 nbow8ganek, ta wanan8nit wnam8na; tahaji aw8ssizak wgadonal8w8 wnigihigow8, tahaji wdellih8n8 waji nhi8mek.","Now the brother shall betray the brother to death, and the father the son; and children shall rise up against their Parents, and shall cause them to be put to death.","Le frère livrera son frère à la mort, et le père, son enfant ; les enfants se dresseront contre leurs parents et les feront mettre à mort."
13,13,"Tahaji kiuw8 kdakwalmekww8k mziwi pm8wzowinnoak wajihogwwakw nia nwizw8gan: kanwa t8naji s8glalit li matanaskiwi, naji polwat.","And ye shall be hated of all men for my name's sake: but he that shall endure unto the end, the same shall be saved.","Vous serez détestés de tous à cause de mon nom. Mais celui qui aura persévéré jusqu'au bout, celui-là sera sauvé."
13,14,"Kanwa t8ni adoji namitoakw ni chibagidah8mgwak nipskalokaik witagup na nik8ni waw8jmowinno Daniel, atak t8niba 8da achwi tottanokw; (t8na agizit wawtach) niji t8nugik aijik Judia liphowaliadich wajwikok.","But when ye shall see the abomination of desolation, spoken of by Daniel the prophet, standing where it ought not, (let him that readeth understand,) then let them that be in Judaea flee to the mountains:","Lorsque vous verrez le Sacrilège Dévastateur installé là où il ne faut pas - que le lecteur de l'Écriture comprenne ! - alors, ceux qui seront en Judée, qu'ils s'enfuient dans la montagne ;"
13,15,"T8nwaji ait wskijigamigwa akwi lli pn8dawakich wigw8mek, akwi achi pidigakich, waji wji wdennek kagwi owigw8mek:","And let him that is on the housetop not go down into the house, neither enter therein, to take any thing out of his house:","celui qui sera sur sa terrasse, qu'il n'en descende pas et ne rentre pas pour emporter quelque chose de sa maison ;"
13,16,Ta t8nwa ait kik8nek akwi 8b8jikich waji wdennek alsawat.,And let him that is in the field not turn back again for to take up his garment.,"celui qui sera dans son champ, qu'il ne retourne pas en arrière pour emporter son manteau."
13,17,"Saagin8kw wji nigik abit8gojik aw8ssiza, ta nigik nozaijik ni tojiwi.","But woe to them that are with child, and to them that give suck in those days!","Malheureuses les femmes qui seront enceintes, et celles qui allaiteront en ces jours-là !"
13,18,Ta winw8zikw waji kbolwaw8ganow8 8da tottannokw pbonok.,And pray ye that your flight be not in the winter.,"Priez pour que cela n'arrive pas en hiver,"
13,19,"T8nba toji wzig8wzow8ganoji ni tojiwi asma alannokw nemm8tta wji annegi kizit8ziga mziwi kagwi enni Tabaldak kizitokw lli molami nikw8bi, tahaba 8da mina.","For in those days shall be affliction, such as was not from the beginning of the creation which God created unto this time, neither shall be.","car en ces jours-là il y aura une détresse comme il n'y en a jamais eu depuis le commencement, quand Dieu créa le monde, jusqu'à maintenant, et comme il n'y en aura jamais plus."
13,20,"Ta asma Tabaldak taakwnemmokwkwa nilil kiskol, 8dahaji t8m8 polwat: alniki wgizi taakwnemnal nilil kiskol wji mgennigmak, nihi agma kizi mgenn8ji.","And except that the Lord had shortened those days, no flesh should be saved: but for the elect's sake, whom he hath chosen, he hath shortened the days.","Et si le Seigneur n'abrégeait pas le nombre des jours, personne n'aurait la vie sauve ; mais à cause des élus, de ceux qu'il a choisis, il a abrégé ces jours-là."
13,21,"Ni ni tojiwi awani hlekwwagwa l8bikw, wa Christ, nia nitaka ait, akwi wl8mawalmokw.","And then if any man shall say to you, Lo, here is Christ; or, lo, he is there; believe him not:",Et alors si quelqu'un vous dit : 'Voilà le Messie ! Il est ici ! Il est là !' ne le croyez pas.
13,22,"Wz8mi wan8gwakji pacholwahigani Christak ta pacholwahigani nik8ni waw8jmowinnoak, tahaji namithloak m8lhintatw8ganal ta 8shagalokaw8ganal wajiba kizi llaka nbakadaw8h8dit achi paji mgennigana.","For false Christs and false prophets shall rise, and shall shew signs and wonders, to seduce, if it were possible, even the elect.","Il surgira des faux messies et des faux prophètes qui feront des signes et des prodiges afin d'égarer les élus, si c'est possible."
13,23,"Wlaskoh8dam8kw nawa; l8bikw, kizi knik8ni witamoln8 mziwi kagwi.","But take ye heed: behold, I have foretold you all things.","Quant à vous, prenez garde : je vous ai tout dit à l'avance."
13,24,"Niji tojiwi kizi ni saagitbihlaw8gan pemmihl8ga, kizosji pesgatangwezzo, ta nahnib8sat 8dahaji wasakwhlanigawi,","But in those days, after that tribulation, the sun shall be darkened, and the moon shall not give her light,","En ces temps-là, après une terrible détresse, le soleil s'obscurcira et la lune perdra son éclat."
13,25,"Tahaji spegiskwai alakwsak pnihlak, tahaji mliksonw8ganal spegiskwa aigil awskapod8zwal.","And the stars of heaven shall fall, and the powers that are in heaven shall be shaken.","Les étoiles tomberont du ciel, et les puissances célestes seront ébranlées."
13,26,Niji wnah8n8 aln8ba wnam8na asokwek s8khi nsposat msegwikwsanw8gan ta mdawinnow8gan.,And then shall they see the Son of man coming in the clouds with great power and glory.,Alors on verra le Fils de l'homme venir sur les nuées avec grande puissance et grande gloire.
13,27,"Niji adoji m8jagim8t wd8zalima waji wji maanoh8dit wmeknigana ni iawijbiwi wadl8msek, wjitta matkiwik lli matanasktak spegiskw.","And then shall he send his angels, and shall gather together his elect from the four winds, from the uttermost part of the earth to the uttermost part of heaven.","Il enverra les anges pour rassembler les élus des quatre coins du monde, de l'extrémité de la terre à l'extrémité du ciel."
13,28,"Cha tbaskozikw ali tbaskodiganikah8mek somnakwam; t8ni adoji wbeska8tkwennom m8ja poskellak, ta pskwibagezzit, kowawaldamn8ji ali ni niben pasottak.","Now learn a parable of the fig tree; When her branch is yet tender, and putteth forth leaves, ye know that summer is near:","Que la comparaison du figuier vous instruise : Dès que ses branches deviennent tendres et que sortent les feuilles, vous savez que l'été est proche."
13,29,"Ni achi ma8wi li tbaskozikw t8ni adoji namitwakw mziwi ulil pajitbihlal, wawaldamokw ali kizi pasottak khl8ganek.","So ye in like manner, when ye shall see these things come to pass, know that it is nigh, even at the doors.","De même, vous aussi, lorsque vous verrez arriver cela, sachez que le Fils de l'homme est proche, à votre porte."
13,30,"Kwina kdhillebba, ali nikw8bi pam8d8zik 8dahaba pemmihl8nnokw, aiaga mziwi ulil kizi pajitbihl8ga.","Verily I say unto you, that this generation shall not pass, till all these things be done.","Amen, je vous le dis : cette génération ne passera pas avant que tout cela n'arrive."
13,31,Spegiskw ta kki pemmihlalji; kanwa ngelozw8gan 8dahaba pemmihlawi.,Heaven and earth shall pass away: but my words shall not pass away.,"Le ciel et la terre passeront, mes paroles ne passeront pas."
13,32,"Ni kanwa kizokw ta ni pam8mkipokak, 8da awani owawaldamowen 8da 8zaliak aijik spemkik, achi 8da wanam8nimek wibiwi wanam8nit.","But of that day and that hour knoweth no man, no, not the angels which are in heaven, neither the Son, but the Father.","Quant au jour et à l'heure, nul ne les connaît, pas même les anges dans le ciel, pas même le Fils, mais seulement le Père."
13,33,"W8wlaskoh8dam8kw, skohibikw ta aiamih8kw wz8mi 8da kowawaldemown8 toniji ni kizokw toji pai8moo.","Take ye heed, watch and pray: for ye know not when the time is.","Prenez garde, veillez : car vous ne savez pas quand viendra le moment."
13,34,"Wz8mi aln8ba wnam8na tadbezzo tah8lawi awani nan8wki alkannit, nagadok owigw8m, ta mil8t tbaldamw8gan nodalokawgoji, ta azitta awani wdalokaw8gan, ni wdellagim8n noji khl8ganaliji waji skoh8bilit.","For the Son of man is as a man taking a far journey. who left his house, and gave authority to his servants, and to every man his work, and commanded the porter to watch.","Il en est comme d'un homme parti en voyage : en quittant sa maison, il a donné tout pouvoir à ses serviteurs, fixé à chacun son travail, et recommandé au portier de veiller."
13,35,"Skoh8bikw nawa; wz8mi 8da kowawaldamown8 t8niji wawigw8mit wdoji pai8n, wl8gwiwi, ala n8widbakak, ala ahamwak attoji talkwazihidit, ala sp8zwiwi;","Watch ye therefore: for ye know not when the master of the house cometh. at even, or at midnight, or at the cockcrowing. or in the morning;","Veillez donc, car vous ne savez pas quand le maître de la maison reviendra, le soir ou à minuit, au chant du coq ou le matin."
13,36,Kagua salki pai8da kowekok8gw8 kaoldiakw.,Lest coming suddenly he find you sleeping.,Il peut arriver à l'improviste et vous trouver endormis.
13,37,"Ta t8ni kiuw8 ahllakw, ndihl8n mziwi awani, Skoh8bikw.","And what I say unto you I say unto all, Watch.","Ce que je vous dis là, je le dis à tous : Veillez !"
14,1,"Nizogwnakkiwik ni wihidw8gano wji p8zitk8wadw8gan ta moh8n pkwazigan 8da alik8ttiga-nahozikw: ni kchi patlih8zak ta noji awikhigajik ogwilawaton8 t8niba waji kizi tkwennoh8dit Sazosa wlatagzow8gan nwakamga, ta waji nbowoganek pon8h8dit.","After two days was the feast of the passover, and of unleavened bread: and the chief priests and the scribes sought how they might take him by craft, and put him to death.","La fête de la Pâque et des pains sans levain allait avoir lieu dans deux jours. Les chefs des prêtres et les scribes cherchaient le moyen d'arrêter Jésus par ruse, pour le faire mourir."
14,2,"Ni kanwa wdidamenno, Ondahakiba ma8wi wihidimek kagna wabanogwak ao pm8wzowinnowikok.","But they said, Not on the feast day, lest there be an uproar of the people.","Car ils se disaient : Pas en pleine fête, pour éviter une émeute dans le peuple."
14,3,"Ni Sazos kizi ait aihda Bethany, owigw8mek simo mahmizwaihlot, ma8wi opchipit, ni phanem wdali padon nokapskwiia paks atawtak wahwlimogwak pemmi pita kaz8wadik; ni owagiton ni ta wzogonmen pemmi Sazos wdeppek.","And being in Bethany in the house of Simon the leper, as he sat at meat, there came a woman having an alabaster box of ointment of spikenard very precious; and she brake the box, and poured it on his head.","Jésus se trouvait à Béthanie, chez Simon le lépreux. Pendant qu'il était à table, une femme entra, avec un flacon d'albâtre contenant un parfum très pur et de grande valeur. Brisant le flacon, elle le lui versa sur la tête."
14,4,"Ni nahwji wdain8 majaldagik, ta idagik, kagwi waji pizwi wajit8zik u mowihigan?","And there were some that had indignation within themselves, and said, Why was this waste of the ointment made?","Or, quelques-uns s'indignaient : A quoi bon gaspiller ce parfum ?"
14,5,T8nba kiziba l8nkohlat8zop awasiwi nsatgwa somalkinak ni mil8n kadmoksessijik. Ni wmadw8m8n8 phanmo.,"For it might have been sold for more than three hundred pence, and have been given to the poor. And they murmured against her.",On aurait pu le vendre pour plus de trois cents pièces d'argent et en faire don aux pauvres. Et ils la critiquaient.
14,6,"Ni Sazos wdihl8n, chigitaokw; kagwi waji kadawi wabakhl8akw? kizalok8dam na wli alokaw8gan nia wji.","And Jesus said, Let her alone; why trouble ye her? she hath wrought a good work on me.",Mais Jésus leur dit : Laissez-la ! Pourquoi la tourmenter ? C'est une action charitable qu'elle a faite envers moi.
14,7,"T8nba kadm8ksissijikgaki kowijihlamgow8k majimiwi, ta t8nitta adodaldamakw kgizi wlih8w8k; nia kanwa 8da majimiwi kowijihlamippa.","For ye have the poor with you always, and whensoever ye will ye may do them good: but me ye have not always.","Des pauvres, vous en aurez toujours avec vous, et, quand vous voudrez, vous pourrez les secourir ; mais moi, vous ne m'aurez pas toujours."
14,8,Wgizi lalokan akw8bi lipgwat8kw; paia waji maasa mowihik nhaga wji nboskengwezw8gan.,She hath done what she could: she is come aforehand to anoint my body to the burying.,Elle a fait tout ce qu'elle pouvait faire. D'avance elle a parfumé mon corps pour mon ensevelissement.
14,9,"Kwina kdhillebba, t8njitta u wl8jmow8gan p8bmi kinohom8wadimek mziwi aspakiwik, iuji achi wa phanem alalokat p8bmi wihlgwat waji m8mikwalmekwzit.","Verily I say unto you, Wheresoever this gospel shall be preached throughout the whole world, this also that she hath done shall be spoken of for a memorial of her.","Amen, je vous le dis : Partout où la Bonne Nouvelle sera proclamée dans le monde entier, on racontera, en souvenir d'elle, ce qu'elle vient de faire."
14,10,"Ni Judas Iskariot, pazgo nigik niz8nkawzijik, wdellosan kchi patlih8zikok waji kimina kwagnemmaw8t Sazosa.","And Judas Iscariot, one of the twelve, went unto the chief priests, to betray him unto them.","Judas Iscariote, l'un des Douze, alla trouver les chefs des prêtres pour leur livrer Jésus."
14,11,Ni patlih8zak ni nodamohodit owig8damenn8 ta wgatm8w8 m8ni wmil8n8. Ni wgwilawaton t8niba waji kizi kimina kwagwihal8t t8nitta adoji wlidbihl8k.,"And when they heard it, they were glad, and promise to give him maney. And he sought how he might conveniently betray him.","A cette nouvelle, ils se réjouirent et promirent de lui donner de l'argent. Dès lors Judas cherchait une occasion favorable pour le livrer."
14,12,"Ni natamtak kizokw adoji moh8mek pkwazigan 8da alik8ttiganah8zikw, kizi nahajilihidit p8zitk8wadw8gan, oskinnoma Sazos wdilhgon, t8ndaka achwaldaman ndellosanana ta udali kizojiksadmnina waji tali mijian p8zitk8wadwogan.","And the first day of unleavened bread, when they killed the passover, his disciples said unto him. Where wilt thou that we go and prepare that thou mayest eat the passover?","Le premier jour de la fête des pains sans levain, où l'on immolait l'agneau pascal, les disciples de Jésus lui disent : Où veux-tu que nous allions faire les préparatifs pour ton repas pascal ?"
14,13,"Ni wm8jagim8n nizwa oskinnoma, ta wdihl8, Losakw odanak, niji awani kowanaskogon8 pamosal8t kwata nephi; na nosokaokw,","And he sendeth forth two of his disciples, and saith unto them, Go ye into the city, and there shall meet you a man bearing a pitcher of water: follow him.",Il envoie deux disciples : Allez à la ville ; vous y rencontrerez un homme portant une cruche d'eau. Suivez- le.
14,14,"Ta t8nitta pidigat hlokw wawigw8mit, Kigamwinno idam, Toni alomsakw attalipimek, adaliji mijia p8zitk8wadw8gan kasiwi noskinnomak?","And wheresoever he shall go in, say ye to the goodman of the house, The Master saith, Where is the guestchamber, where I shall eat the passover with my disciples?","Et là où il entrera, dites au propriétaire : 'Le maître te fait dire : Où est la salle où je pourrai manger la Pâque avec mes disciples ?'"
14,15,"Niji knamitalegon8 mamsi al8msakw spemsagok, kizagwenmaik ta kiz8jwik; ni tali kiz8jikw wji kiuna.",And he will shew you a large upper room furnished and prepared: there make ready for us.,"Il vous montrera, à l'étage, une grande pièce toute prête pour un repas. Faites-y pour nous les préparatifs."
14,16,"Ni oskinnoma wm8jilin, ta wdelli mskamlin ahl8dep, ta wgiz8jikadamenn8 ni p8zitk8wadw8gan.","And his disciples went forth, and came into the city, and found as he had said unto them: and they made ready the passover.","Les disciples partirent, allèrent en ville ; tout se passa comme Jésus le leur avait dit ; et ils préparèrent la Pâque."
14,17,Ni wal8gwiwik wbaji wijaw8n niz8nkawziliji.,And in the evening he cometh with the twelve.,"Le soir venu, Jésus arrive avec les Douze."
14,18,"Ni mamakabihidit ta mitsihidit, Sazos wdidamen, Kwina kdhillebba, pazgo kiuw8 kasokadomit ngimina kwagwihalikwji.","And as they sat and did eat, Jesus said, Verily I say unto you, One of you which eateth with me shall betray me.","Pendant qu'ils étaient à table et mangeaient, Jésus leur déclara : Amen, je vous le dis : l'un de vous, qui mange avec moi, va me livrer."
14,19,"Ni wm8ja siwaldamn8, ta wdihl8w8 n8nhnekwjiwi, Nia nawa? ni kdak wdidamen, Nia nawa?","And they began to be sorrowful, and to say unto him one by one, Is it I? and another said, Is it I?","Ils devinrent tout tristes, et ils lui demandaient l'un après l'autre : Serait-ce moi ?"
14,20,"Ni wd8zidam8n ta wdihl8n, pazgoga niz8nkawziakw, t8na nizi kamgwenm8ak wl8ganek.","And he answered and said unto them, It is one of the twelve, that dippeth with me in the dish.","Il leur répondit : C'est l'un des Douze, qui se sert au même plat que moi."
14,21,Aln8ba wnam8na taketta wdellosan akw8bi kizawighogwzit; kanwa saagin8kw wji na awani kimina kwagwihal8t Aln8ba wnam8na! wlignopba wji na awani 8da ialn8baikwkweshana.,"The Son of man indeed goeth, as it is written of him: but woe to that man by whom the Son of man is betrayed! good were it for that man if he had never been born.","Le Fils de l'homme s'en va, comme il est écrit à son sujet ; mais malheureux celui qui le livre ! Il vaudrait mieux pour lui qu'il ne soit pas né."
14,22,"Ni mitsihidit, Sazos odn8n pkwazigana, ni owawasom8n, ta wzekwskenn8, ni wmil8n, ta idam, Wikwnokw, mohokw ; u nhaga.","And as they did eat, Jesus took bread, and blessed, and brake it, and gave to them, and said, Take, eat: this is my body.","Pendant le repas, Jésus prit du pain, prononça la bénédiction, le rompit, et le leur donna, en disant : Prenez, ceci est mon corps."
14,23,"Ni odn8n kwata, ni kizalamizit, ni wmil8n ni mziwi ojesmin8.","And he took the cup, and when he had given thanks, he gave it to them: and they all drank of it.","Puis, prenant une coupe et rendant grâce, il la leur donna, et ils en burent tous."
14,24,"Ni wdihl8n, u nbakkanom wji wskest8wadw8gan, sogatah8zik wji masalijik.","And he said unto them, This is my blood of the new testament, which is shed for many.","Et il leur dit : Ceci est mon sang, le sang de l'Alliance, répandu pour la multitude."
14,25,"Kwina kdhillebba, 8dahaba mina n8jesmiwen ali mink8zik m8l8gwinnakwan ialli kizokw adojiji tali pildowi kadosmin Kchiniwaskw wginjameswi tbaldamw8ganek.","Verily I say unto you, I will drink no mare of the fruit of the vine, until that day that I drink it new in the kingdom of God.","Amen, je vous le dis : je ne boirai plus du fruit de la vigne, jusqu'à ce jour où je boirai un vin nouveau dans le royaume de Dieu."
14,26,"Ni kizintohodit aiamihawintow8gan, wm8jin8 olivsi wajok.","And when they had sung an hymn, they went out into the mount of Olives.","Après avoir chanté les psaumes, ils partirent pour le mont des Oliviers."
14,27,"Ni Sazos wdihl8n, mziwiji kiuw8 klalilaw8ba nia wji pamidbakak: t8nba llawikh8zo, ndagam8ji azibi notkaw8t, niji azibak wzessahl8n8.","And Jesus saith unto them, All ye shall be offended because of me this night: for it is written, I will smite the shepherd, and the sheep shall be scattered.","Jésus leur dit : Vous allez tous être exposés à tomber, car il est écrit : Je frapperai le berger, et les brebis seront dispersées."
14,28,"Kanwaji kizi 8bijiba8na, ndelliji nik8na Galilee.",But after that I am risen. I will ga before you into Galilee.,"Mais, après que je serai ressuscité, je vous précéderai en Galilée."
14,29,"Ni Pial wdihl8n, minagwiba mziwi palaw8h8dida, nia kanwaba 8da.","But Peter said unto him, Although all shall be offended, yet will not I.","Pierre lui dit alors : Même si tous viennent à tomber, moi, je ne tomberai pas."
14,30,"Ni Sazos wdihl8, Kwina kdihlel, aoji pamgisgak, pamitbakak, asma ahamo niskwazikw, kiziji kgizi sazmellohi nselda.","And Jesus saith unto him. Verily I say unto thee, That this day, even in this night, before the cock crow twice, thou shalt deny me thrice.","Jésus lui répond : Amen, je te le dis : toi, aujourd'hui, cette nuit même, avant que le coq chante deux fois, tu m'auras renié trois fois."
14,31,"Ni Pial kanwa chit8iwi wgat8gwzin. Achikiba chowi wji machina8na knebwiw, 8dahaba kzasmelloholo nitta t8ni 8helliwi. Ni kaswihidit achi ni wdidamenn8.","But he spake the more vehemently, If I should die with thee, I will not deny thee in any wise. Likewise also said they all.","Mais lui reprenait de plus belle : Même si je dois mourir avec toi, je ne te renierai pas. Et tous disaient de même."
14,32,"Ni wdali pai8no ngwejichbiwi alit8z Gethsemane, ni Sazos wdihl8n oskinnoma u kwanaiam ih8a.","And they came to a place which was named Gethsemane: and he saith to his disciples, Sit ye here, while I shall pray.","Ils parviennent à un domaine appelé Gethsémani. Jésus dit à ses disciples : Restez ici ; moi, je vais prier."
14,33,Ni odn8n Piala ta Jamesa ta Az8 ni wm8ja kini chajibihl8n ta pita wbennilaw8a.,"And he taketh with him Peter and James and John, and began to be sore amazed, and to be very heavy;","Puis il emmène avec lui Pierre, Jacques et Jean, et commence à ressentir frayeur et angoisse."
14,34,"Ni wdihl8n, Njechakw wbazogon p8ziji wzigaldamw8gan nbow8ganek: aikw u ta skoh8bikw.","And saith unto them, My soul is exceeding sorrowful unto death: tarry ye here, and watch.",Il leur dit : Mon âme est triste à mourir. Demeurez ici et veillez.
